Elem,Thickness (mm),SCF,curve_type
7600,25,1,DNV-CD
7601,25,1,DNV-CD
7602,25,1,DNV-CD
7603,25,1,DNV-CD
7604,25,1,DNV-CD
7605,20,1,DNV-CD
7606,25,1,DNV-CD
7607,20,1,DNV-CD
7616,25,1,DNV-CD
7617,25,1,DNV-CD
7618,25,1,DNV-CD
7619,25,1,DNV-CD
7620,25,1,DNV-CD
7621,20,1,DNV-CD
7622,25,1,DNV-CD
7623,20,1,DNV-CD
7632,25,1,DNV-CD
7633,25,1,DNV-CD
7634,25,1,DNV-CD
7635,25,1,DNV-CD
7636,25,1,DNV-CD
7637,20,1,DNV-CD
7638,25,1,DNV-CD
7639,20,1,DNV-CD
7648,25,1,DNV-CD
7649,25,1,DNV-CD
7650,25,1,DNV-CD
7651,25,1,DNV-CD
7652,25,1,DNV-CD
7653,20,1,DNV-CD
7654,25,1,DNV-CD
7655,20,1,DNV-CD
7664,25,1,DNV-CD
7665,25,1,DNV-CD
7666,25,1,DNV-CD
7667,25,1,DNV-CD
7668,25,1,DNV-CD
7669,20,1,DNV-CD
7670,25,1,DNV-CD
7671,20,1,DNV-CD
7680,25,1,DNV-CD
7681,25,1,DNV-CD
7682,25,1,DNV-CD
7683,25,1,DNV-CD
7684,25,1,DNV-CD
7685,20,1,DNV-CD
7686,25,1,DNV-CD
7687,20,1,DNV-CD
7696,25,1,DNV-CD
7697,25,1,DNV-CD
7698,25,1,DNV-CD
7699,25,1,DNV-CD
7700,25,1,DNV-CD
7701,20,1,DNV-CD
7702,25,1,DNV-CD
7703,20,1,DNV-CD
7712,25,1,DNV-CD
7713,25,1,DNV-CD
7714,25,1,DNV-CD
7715,25,1,DNV-CD
7716,25,1,DNV-CD
7717,20,1,DNV-CD
7718,25,1,DNV-CD
7719,20,1,DNV-CD
7728,25,1,DNV-CD
7729,25,1,DNV-CD
7730,25,1,DNV-CD
7731,25,1,DNV-CD
7732,25,1,DNV-CD
7733,20,1,DNV-CD
7734,25,1,DNV-CD
7735,20,1,DNV-CD
7744,25,1,DNV-CD
7745,25,1,DNV-CD
7746,25,1,DNV-CD
7747,25,1,DNV-CD
7748,25,1,DNV-CD
7749,20,1,DNV-CD
7750,25,1,DNV-CD
7751,20,1,DNV-CD
7760,25,1,DNV-CD
7761,25,1,DNV-CD
7762,25,1,DNV-CD
7763,25,1,DNV-CD
7764,25,1,DNV-CD
7765,20,1,DNV-CD
7766,25,1,DNV-CD
7767,20,1,DNV-CD
7776,25,1,DNV-CD
7777,25,1,DNV-CD
7778,25,1,DNV-CD
7779,25,1,DNV-CD
7780,25,1,DNV-CD
7781,20,1,DNV-CD
7782,25,1,DNV-CD
7783,20,1,DNV-CD
7792,25,1,DNV-CD
7793,25,1,DNV-CD
7794,25,1,DNV-CD
7795,25,1,DNV-CD
7796,25,1,DNV-CD
7797,20,1,DNV-CD
7798,25,1,DNV-CD
7799,20,1,DNV-CD
7808,25,1,DNV-CD
7809,25,1,DNV-CD
7810,25,1,DNV-CD
7811,25,1,DNV-CD
7812,25,1,DNV-CD
7813,20,1,DNV-CD
7814,25,1,DNV-CD
7815,20,1,DNV-CD
7824,25,1,DNV-CD
7825,25,1,DNV-CD
7826,25,1,DNV-CD
7827,25,1,DNV-CD
7828,25,1,DNV-CD
7829,20,1,DNV-CD
7830,25,1,DNV-CD
7831,20,1,DNV-CD
7840,25,1,DNV-CD
7841,25,1,DNV-CD
7842,25,1,DNV-CD
7843,25,1,DNV-CD
7844,25,1,DNV-CD
7845,20,1,DNV-CD
7846,25,1,DNV-CD
7847,20,1,DNV-CD
7856,25,1,DNV-CD
7857,25,1,DNV-CD
7858,25,1,DNV-CD
7859,25,1,DNV-CD
7860,25,1,DNV-CD
7861,20,1,DNV-CD
7862,25,1,DNV-CD
7863,20,1,DNV-CD
7872,25,1,DNV-CD
7873,25,1,DNV-CD
7874,25,1,DNV-CD
7875,25,1,DNV-CD
7876,25,1,DNV-CD
7877,20,1,DNV-CD
7878,25,1,DNV-CD
7879,20,1,DNV-CD
7888,25,1,DNV-CD
7889,25,1,DNV-CD
7890,25,1,DNV-CD
7891,25,1,DNV-CD
7892,25,1,DNV-CD
7893,20,1,DNV-CD
7894,25,1,DNV-CD
7895,20,1,DNV-CD
7904,25,1,DNV-CD
7905,25,1,DNV-CD
7906,25,1,DNV-CD
7907,25,1,DNV-CD
7908,25,1,DNV-CD
7909,20,1,DNV-CD
7910,25,1,DNV-CD
7911,20,1,DNV-CD
7920,25,1,DNV-CD
7921,25,1,DNV-CD
7922,25,1,DNV-CD
7923,25,1,DNV-CD
7924,25,1,DNV-CD
7925,20,1,DNV-CD
7926,25,1,DNV-CD
7927,20,1,DNV-CD
7936,25,1,DNV-CD
7937,25,1,DNV-CD
7938,25,1,DNV-CD
7939,25,1,DNV-CD
7940,25,1,DNV-CD
7941,20,1,DNV-CD
7942,25,1,DNV-CD
7943,20,1,DNV-CD
27616,25,1,DNV-CD
27617,25,1,DNV-CD
27618,25,1,DNV-CD
27619,25,1,DNV-CD
27620,25,1,DNV-CD
27621,25,1,DNV-CD
27622,25,1,DNV-CD
27623,25,1,DNV-CD
27624,25,1,DNV-CD
27625,25,1,DNV-CD
27626,25,1,DNV-CD
27627,25,1,DNV-CD
27628,25,1,DNV-CD
27629,25,1,DNV-CD
27630,25,1,DNV-CD
27631,25,1,DNV-CD
27632,25,1,DNV-CD
27633,25,1,DNV-CD
27634,25,1,DNV-CD
27635,25,1,DNV-CD
27636,25,1,DNV-CD
27637,25,1,DNV-CD
27638,25,1,DNV-CD
27639,25,1,DNV-CD
27640,25,1,DNV-CD
27641,25,1,DNV-CD
27642,25,1,DNV-CD
27643,25,1,DNV-CD
27644,25,1,DNV-CD
27645,25,1,DNV-CD
27646,25,1,DNV-CD
27647,25,1,DNV-CD
27648,25,1,DNV-CD
27649,25,1,DNV-CD
27650,25,1,DNV-CD
27651,25,1,DNV-CD
27652,25,1,DNV-CD
27653,25,1,DNV-CD
27654,25,1,DNV-CD
27655,25,1,DNV-CD
27656,25,1,DNV-CD
27657,25,1,DNV-CD
27658,25,1,DNV-CD
27659,25,1,DNV-CD
27660,25,1,DNV-CD
27661,25,1,DNV-CD
27662,25,1,DNV-CD
27663,25,1,DNV-CD
27664,25,1,DNV-CD
27665,25,1,DNV-CD
27666,25,1,DNV-CD
27667,25,1,DNV-CD
27668,25,1,DNV-CD
27669,25,1,DNV-CD
27670,25,1,DNV-CD
27671,25,1,DNV-CD
27672,25,1,DNV-CD
27673,25,1,DNV-CD
27674,25,1,DNV-CD
27675,25,1,DNV-CD
27676,25,1,DNV-CD
27677,25,1,DNV-CD
27678,25,1,DNV-CD
27679,25,1,DNV-CD
27680,25,1,DNV-CD
27681,25,1,DNV-CD
27682,25,1,DNV-CD
27683,25,1,DNV-CD
27684,25,1,DNV-CD
27685,25,1,DNV-CD
27686,25,1,DNV-CD
27687,25,1,DNV-CD
27688,25,1,DNV-CD
27689,25,1,DNV-CD
27690,25,1,DNV-CD
27691,25,1,DNV-CD
27692,25,1,DNV-CD
27693,25,1,DNV-CD
27694,25,1,DNV-CD
27695,25,1,DNV-CD
27696,40,1,DNV-CD
27697,25,1,DNV-CD
27698,40,1,DNV-CD
27699,40,1,DNV-CD
27700,40,1,DNV-CD
27701,25,1,DNV-CD
27702,40,1,DNV-CD
27703,40,1,DNV-CD
27704,40,1,DNV-CD
27705,25,1,DNV-CD
27706,40,1,DNV-CD
27707,40,1,DNV-CD
27708,40,1,DNV-CD
27709,25,1,DNV-CD
27710,40,1,DNV-CD
27711,40,1,DNV-CD
27712,40,1,DNV-CD
27713,25,1,DNV-CD
27714,40,1,DNV-CD
27715,40,1,DNV-CD
27716,40,1,DNV-CD
27717,25,1,DNV-CD
27718,25,1,DNV-CD
27719,25,1,DNV-CD
27720,25,1,DNV-CD
27721,25,1,DNV-CD
27722,25,1,DNV-CD
27723,25,1,DNV-CD
27724,25,1,DNV-CD
27725,25,1,DNV-CD
27726,25,1,DNV-CD
27727,40,1,DNV-CD
27728,40,1,DNV-CD
27729,25,1,DNV-CD
27730,40,1,DNV-CD
27731,25,1,DNV-CD
27732,25,1,DNV-CD
27733,25,1,DNV-CD
27734,40,1,DNV-CD
27735,40,1,DNV-CD
27736,25,1,DNV-CD
27737,40,1,DNV-CD
27738,25,1,DNV-CD
27739,25,1,DNV-CD
27740,25,1,DNV-CD
27741,40,1,DNV-CD
27742,40,1,DNV-CD
27743,25,1,DNV-CD
27744,40,1,DNV-CD
27745,25,1,DNV-CD
27746,25,1,DNV-CD
27747,25,1,DNV-CD
27748,40,1,DNV-CD
27749,40,1,DNV-CD
27750,25,1,DNV-CD
27751,40,1,DNV-CD
27752,25,1,DNV-CD
27753,25,1,DNV-CD
27754,25,1,DNV-CD
27755,40,1,DNV-CD
27756,40,1,DNV-CD
27757,25,1,DNV-CD
27758,25,1,DNV-CD
27759,25,1,DNV-CD
27760,25,1,DNV-CD
27761,25,1,DNV-CD
27762,25,1,DNV-CD
27763,25,1,DNV-CD
27764,25,1,DNV-CD
27765,25,1,DNV-CD
27766,25,1,DNV-CD
27767,25,1,DNV-CD
27768,25,1,DNV-CD
27769,25,1,DNV-CD
27770,25,1,DNV-CD
27771,25,1,DNV-CD
27772,25,1,DNV-CD
27773,25,1,DNV-CD
27774,25,1,DNV-CD
27775,25,1,DNV-CD
27776,25,1,DNV-CD
27777,25,1,DNV-CD
27778,25,1,DNV-CD
27779,25,1,DNV-CD
27780,25,1,DNV-CD
27781,25,1,DNV-CD
27782,25,1,DNV-CD
27783,25,1,DNV-CD
27784,25,1,DNV-CD
27785,25,1,DNV-CD
27786,25,1,DNV-CD
27787,25,1,DNV-CD
27788,25,1,DNV-CD
27789,25,1,DNV-CD
27790,25,1,DNV-CD
27791,25,1,DNV-CD
27792,25,1,DNV-CD
27793,25,1,DNV-CD
27794,25,1,DNV-CD
27795,25,1,DNV-CD
27796,25,1,DNV-CD
27797,25,1,DNV-CD
27798,25,1,DNV-CD
27799,25,1,DNV-CD
27800,25,1,DNV-CD
27801,25,1,DNV-CD
27802,25,1,DNV-CD
27803,25,1,DNV-CD
27804,25,1,DNV-CD
27805,25,1,DNV-CD
27806,25,1,DNV-CD
27807,25,1,DNV-CD
27808,25,1,DNV-CD
27809,25,1,DNV-CD
27810,25,1,DNV-CD
27811,25,1,DNV-CD
27812,25,1,DNV-CD
27813,25,1,DNV-CD
27814,25,1,DNV-CD
27815,25,1,DNV-CD
27816,25,1,DNV-CD
27817,25,1,DNV-CD
27818,25,1,DNV-CD
27819,25,1,DNV-CD
27820,25,1,DNV-CD
27821,25,1,DNV-CD
27822,25,1,DNV-CD
27823,25,1,DNV-CD
27824,25,1,DNV-CD
27825,25,1,DNV-CD
27826,25,1,DNV-CD
27827,25,1,DNV-CD
27828,25,1,DNV-CD
27829,25,1,DNV-CD
27830,25,1,DNV-CD
27831,25,1,DNV-CD
27832,25,1,DNV-CD
27833,25,1,DNV-CD
27834,25,1,DNV-CD
27835,25,1,DNV-CD
27836,25,1,DNV-CD
27837,25,1,DNV-CD
27838,25,1,DNV-CD
27839,25,1,DNV-CD
27840,25,1,DNV-CD
27841,25,1,DNV-CD
27842,25,1,DNV-CD
27843,25,1,DNV-CD
27844,25,1,DNV-CD
27845,25,1,DNV-CD
27846,25,1,DNV-CD
27847,25,1,DNV-CD
27848,25,1,DNV-CD
27849,25,1,DNV-CD
27850,25,1,DNV-CD
27851,25,1,DNV-CD
27852,25,1,DNV-CD
27853,25,1,DNV-CD
27854,25,1,DNV-CD
27855,25,1,DNV-CD
27856,25,1,DNV-CD
27857,25,1,DNV-CD
27858,25,1,DNV-CD
27859,25,1,DNV-CD
27860,25,1,DNV-CD
27861,25,1,DNV-CD
27862,25,1,DNV-CD
27863,25,1,DNV-CD
27864,25,1,DNV-CD
27865,25,1,DNV-CD
27866,25,1,DNV-CD
27867,25,1,DNV-CD
27868,25,1,DNV-CD
27869,25,1,DNV-CD
27870,25,1,DNV-CD
27871,25,1,DNV-CD
27872,25,1,DNV-CD
27873,25,1,DNV-CD
27874,25,1,DNV-CD
27875,25,1,DNV-CD
27876,25,1,DNV-CD
27877,25,1,DNV-CD
27878,25,1,DNV-CD
27879,25,1,DNV-CD
27880,25,1,DNV-CD
27881,25,1,DNV-CD
27882,25,1,DNV-CD
27883,25,1,DNV-CD
27884,25,1,DNV-CD
27885,25,1,DNV-CD
27886,25,1,DNV-CD
27887,25,1,DNV-CD
27888,25,1,DNV-CD
27889,25,1,DNV-CD
27890,25,1,DNV-CD
27891,25,1,DNV-CD
27892,25,1,DNV-CD
27893,25,1,DNV-CD
27894,25,1,DNV-CD
27895,25,1,DNV-CD
27896,25,1,DNV-CD
27897,25,1,DNV-CD
27898,25,1,DNV-CD
27899,25,1,DNV-CD
27900,25,1,DNV-CD
27901,25,1,DNV-CD
27902,25,1,DNV-CD
27903,25,1,DNV-CD
27904,25,1,DNV-CD
27905,25,1,DNV-CD
27906,25,1,DNV-CD
27907,25,1,DNV-CD
27908,25,1,DNV-CD
27909,25,1,DNV-CD
27910,25,1,DNV-CD
27911,25,1,DNV-CD
27912,25,1,DNV-CD
27913,25,1,DNV-CD
27914,25,1,DNV-CD
27915,25,1,DNV-CD
27916,25,1,DNV-CD
27917,25,1,DNV-CD
27918,25,1,DNV-CD
27919,25,1,DNV-CD
27920,25,1,DNV-CD
27921,25,1,DNV-CD
27922,25,1,DNV-CD
27923,25,1,DNV-CD
27924,25,1,DNV-CD
27925,25,1,DNV-CD
27926,25,1,DNV-CD
27927,25,1,DNV-CD
27928,25,1,DNV-CD
27929,25,1,DNV-CD
27930,25,1,DNV-CD
27931,25,1,DNV-CD
27932,25,1,DNV-CD
27933,25,1,DNV-CD
27934,25,1,DNV-CD
27935,25,1,DNV-CD
27936,25,1,DNV-CD
27937,25,1,DNV-CD
27938,25,1,DNV-CD
27939,25,1,DNV-CD
27940,25,1,DNV-CD
27941,25,1,DNV-CD
27942,25,1,DNV-CD
27943,25,1,DNV-CD
27944,25,1,DNV-CD
27945,25,1,DNV-CD
27946,25,1,DNV-CD
27947,25,1,DNV-CD
27948,25,1,DNV-CD
27949,25,1,DNV-CD
27950,25,1,DNV-CD
27951,25,1,DNV-CD
27952,25,1,DNV-CD
27953,25,1,DNV-CD
27954,25,1,DNV-CD
27955,25,1,DNV-CD
27956,25,1,DNV-CD
27957,25,1,DNV-CD
27958,25,1,DNV-CD
27959,25,1,DNV-CD
27960,25,1,DNV-CD
27961,25,1,DNV-CD
27962,25,1,DNV-CD
27963,25,1,DNV-CD
27964,25,1,DNV-CD
27965,25,1,DNV-CD
27966,25,1,DNV-CD
27967,25,1,DNV-CD
27968,25,1,DNV-CD
27969,25,1,DNV-CD
27970,25,1,DNV-CD
27971,25,1,DNV-CD
27972,25,1,DNV-CD
27973,25,1,DNV-CD
27974,25,1,DNV-CD
27975,25,1,DNV-CD
27976,25,1,DNV-CD
27977,25,1,DNV-CD
27978,25,1,DNV-CD
27979,25,1,DNV-CD
27980,25,1,DNV-CD
27981,25,1,DNV-CD
27982,25,1,DNV-CD
27983,25,1,DNV-CD
27984,25,1,DNV-CD
27985,25,1,DNV-CD
27986,25,1,DNV-CD
27987,25,1,DNV-CD
27988,25,1,DNV-CD
27989,25,1,DNV-CD
27990,25,1,DNV-CD
27991,25,1,DNV-CD
27992,25,1,DNV-CD
27993,25,1,DNV-CD
27994,25,1,DNV-CD
27995,25,1,DNV-CD
27996,25,1,DNV-CD
27997,25,1,DNV-CD
27998,25,1,DNV-CD
27999,25,1,DNV-CD
28000,25,1,DNV-CD
28001,25,1,DNV-CD
28002,25,1,DNV-CD
28003,25,1,DNV-CD
28004,25,1,DNV-CD
28005,25,1,DNV-CD
28006,25,1,DNV-CD
28007,25,1,DNV-CD
28008,25,1,DNV-CD
28009,25,1,DNV-CD
28010,25,1,DNV-CD
28011,25,1,DNV-CD
28012,25,1,DNV-CD
28013,25,1,DNV-CD
28014,25,1,DNV-CD
28015,25,1,DNV-CD
28016,15,1,DNV-CD
28017,15,1,DNV-CD
28018,15,1,DNV-CD
28019,15,1,DNV-CD
28020,15,1,DNV-CD
28021,25,1,DNV-CD
28022,15,1,DNV-CD
28023,15,1,DNV-CD
28024,15,1,DNV-CD
28025,15,1,DNV-CD
28026,15,1,DNV-CD
28027,15,1,DNV-CD
28028,15,1,DNV-CD
28029,15,1,DNV-CD
28030,15,1,DNV-CD
28031,15,1,DNV-CD
28032,15,1,DNV-CD
28033,15,1,DNV-CD
28034,15,1,DNV-CD
28035,25,1,DNV-CD
28036,15,1,DNV-CD
28037,15,1,DNV-CD
28038,15,1,DNV-CD
28039,15,1,DNV-CD
28040,15,1,DNV-CD
28041,15,1,DNV-CD
28042,15,1,DNV-CD
28043,15,1,DNV-CD
28044,15,1,DNV-CD
28045,15,1,DNV-CD
28046,25,1,DNV-CD
28047,15,1,DNV-CD
28048,15,1,DNV-CD
28049,15,1,DNV-CD
28050,15,1,DNV-CD
28051,15,1,DNV-CD
28052,15,1,DNV-CD
28053,15,1,DNV-CD
28054,25,1,DNV-CD
28055,15,1,DNV-CD
28056,15,1,DNV-CD
28057,25,1,DNV-CD
28058,15,1,DNV-CD
28059,15,1,DNV-CD
28060,15,1,DNV-CD
28061,15,1,DNV-CD
28062,15,1,DNV-CD
28063,15,1,DNV-CD
28064,15,1,DNV-CD
28065,25,1,DNV-CD
28066,15,1,DNV-CD
28067,15,1,DNV-CD
28068,25,1,DNV-CD
28069,15,1,DNV-CD
28070,15,1,DNV-CD
28071,25,1,DNV-CD
28072,25,1,DNV-CD
28073,15,1,DNV-CD
28074,15,1,DNV-CD
28075,15,1,DNV-CD
28076,25,1,DNV-CD
28077,15,1,DNV-CD
28078,15,1,DNV-CD
28079,25,1,DNV-CD
28080,15,1,DNV-CD
28081,15,1,DNV-CD
28082,25,1,DNV-CD
28083,25,1,DNV-CD
28084,25,1,DNV-CD
28085,25,1,DNV-CD
28086,25,1,DNV-CD
28087,25,1,DNV-CD
28088,25,1,DNV-CD
28089,25,1,DNV-CD
28090,25,1,DNV-CD
28091,25,1,DNV-CD
28092,25,1,DNV-CD
28093,25,1,DNV-CD
28094,25,1,DNV-CD
28095,25,1,DNV-CD
28096,25,1,DNV-CD
28097,25,1,DNV-CD
28098,25,1,DNV-CD
28099,25,1,DNV-CD
28100,25,1,DNV-CD
28101,25,1,DNV-CD
28102,25,1,DNV-CD
28103,25,1,DNV-CD
28104,25,1,DNV-CD
28105,25,1,DNV-CD
28106,25,1,DNV-CD
28107,25,1,DNV-CD
28108,25,1,DNV-CD
28109,25,1,DNV-CD
28110,25,1,DNV-CD
28111,25,1,DNV-CD
28112,25,1,DNV-CD
28113,25,1,DNV-CD
28114,25,1,DNV-CD
28115,25,1,DNV-CD
28116,25,1,DNV-CD
28117,25,1,DNV-CD
28118,25,1,DNV-CD
28119,25,1,DNV-CD
28120,25,1,DNV-CD
28121,25,1,DNV-CD
28122,25,1,DNV-CD
28123,25,1,DNV-CD
28124,25,1,DNV-CD
28125,25,1,DNV-CD
28126,25,1,DNV-CD
28127,25,1,DNV-CD
28128,25,1,DNV-CD
28129,25,1,DNV-CD
28130,25,1,DNV-CD
28131,25,1,DNV-CD
28132,25,1,DNV-CD
28133,25,1,DNV-CD
28134,25,1,DNV-CD
28135,25,1,DNV-CD
28136,25,1,DNV-CD
28137,25,1,DNV-CD
28138,25,1,DNV-CD
28139,25,1,DNV-CD
28140,25,1,DNV-CD
28141,25,1,DNV-CD
28142,25,1,DNV-CD
28143,25,1,DNV-CD
28144,25,1,DNV-CD
28145,25,1,DNV-CD
28146,25,1,DNV-CD
28147,25,1,DNV-CD
28148,25,1,DNV-CD
28149,25,1,DNV-CD
28150,25,1,DNV-CD
28151,25,1,DNV-CD
28152,25,1,DNV-CD
28153,40,1,DNV-CD
28154,25,1,DNV-CD
28155,25,1,DNV-CD
28156,25,1,DNV-CD
28158,25,1,DNV-CD
28159,25,1,DNV-CD
28160,25,1,DNV-CD
28162,25,1,DNV-CD
28163,25,1,DNV-CD
28165,25,1,DNV-CD
28166,25,1,DNV-CD
28167,25,1,DNV-CD
28168,40,1,DNV-CD
28169,40,1,DNV-CD
28170,25,1,DNV-CD
28171,25,1,DNV-CD
28172,25,1,DNV-CD
28436,15,1,DNV-CD
28437,15,1,DNV-CD
28438,15,1,DNV-CD
28439,15,1,DNV-CD
28440,15,1,DNV-CD
28441,25,1,DNV-CD
28442,15,1,DNV-CD
28443,15,1,DNV-CD
28444,15,1,DNV-CD
28445,15,1,DNV-CD
28446,15,1,DNV-CD
28447,15,1,DNV-CD
28448,15,1,DNV-CD
28449,15,1,DNV-CD
28450,15,1,DNV-CD
28451,15,1,DNV-CD
28452,15,1,DNV-CD
28453,15,1,DNV-CD
28454,15,1,DNV-CD
28455,25,1,DNV-CD
28456,15,1,DNV-CD
28457,15,1,DNV-CD
28458,15,1,DNV-CD
28459,15,1,DNV-CD
28460,15,1,DNV-CD
28461,15,1,DNV-CD
28462,15,1,DNV-CD
28463,15,1,DNV-CD
28464,15,1,DNV-CD
28465,15,1,DNV-CD
28466,25,1,DNV-CD
28467,15,1,DNV-CD
28468,15,1,DNV-CD
28469,15,1,DNV-CD
28470,15,1,DNV-CD
28471,15,1,DNV-CD
28472,15,1,DNV-CD
28473,15,1,DNV-CD
28474,25,1,DNV-CD
28475,15,1,DNV-CD
28476,15,1,DNV-CD
28477,25,1,DNV-CD
28478,15,1,DNV-CD
28479,15,1,DNV-CD
28480,15,1,DNV-CD
28481,15,1,DNV-CD
28482,15,1,DNV-CD
28483,15,1,DNV-CD
28484,15,1,DNV-CD
28485,25,1,DNV-CD
28486,15,1,DNV-CD
28487,15,1,DNV-CD
28488,25,1,DNV-CD
28489,15,1,DNV-CD
28490,15,1,DNV-CD
28491,25,1,DNV-CD
28492,25,1,DNV-CD
28493,15,1,DNV-CD
28494,15,1,DNV-CD
28495,15,1,DNV-CD
28496,25,1,DNV-CD
28497,15,1,DNV-CD
28498,15,1,DNV-CD
28499,25,1,DNV-CD
28500,15,1,DNV-CD
28501,15,1,DNV-CD
28502,25,1,DNV-CD
28503,25,1,DNV-CD
28504,25,1,DNV-CD
28505,25,1,DNV-CD
28506,25,1,DNV-CD
28507,25,1,DNV-CD
28508,25,1,DNV-CD
28509,25,1,DNV-CD
28510,25,1,DNV-CD
28511,25,1,DNV-CD
28512,25,1,DNV-CD
28513,25,1,DNV-CD
28514,25,1,DNV-CD
28515,25,1,DNV-CD
28516,25,1,DNV-CD
28517,25,1,DNV-CD
28518,25,1,DNV-CD
28519,25,1,DNV-CD
28520,25,1,DNV-CD
28521,25,1,DNV-CD
28522,25,1,DNV-CD
28523,25,1,DNV-CD
28524,25,1,DNV-CD
28525,25,1,DNV-CD
28526,25,1,DNV-CD
28527,25,1,DNV-CD
28528,25,1,DNV-CD
28529,25,1,DNV-CD
28530,25,1,DNV-CD
28531,25,1,DNV-CD
28532,25,1,DNV-CD
28533,25,1,DNV-CD
28534,25,1,DNV-CD
28535,25,1,DNV-CD
28536,25,1,DNV-CD
28537,25,1,DNV-CD
28538,25,1,DNV-CD
28539,25,1,DNV-CD
28540,25,1,DNV-CD
28541,25,1,DNV-CD
28542,25,1,DNV-CD
28543,25,1,DNV-CD
28544,25,1,DNV-CD
28545,25,1,DNV-CD
28546,25,1,DNV-CD
28547,25,1,DNV-CD
28548,25,1,DNV-CD
28549,25,1,DNV-CD
28550,25,1,DNV-CD
28551,25,1,DNV-CD
28552,25,1,DNV-CD
28553,25,1,DNV-CD
28554,25,1,DNV-CD
28555,25,1,DNV-CD
28556,25,1,DNV-CD
28557,25,1,DNV-CD
28558,25,1,DNV-CD
28559,25,1,DNV-CD
28560,25,1,DNV-CD
28561,25,1,DNV-CD
28562,25,1,DNV-CD
28563,25,1,DNV-CD
28564,25,1,DNV-CD
28565,25,1,DNV-CD
28566,25,1,DNV-CD
28567,25,1,DNV-CD
28568,25,1,DNV-CD
28569,25,1,DNV-CD
28570,25,1,DNV-CD
28571,25,1,DNV-CD
28572,25,1,DNV-CD
28573,25,1,DNV-CD
28574,25,1,DNV-CD
28575,25,1,DNV-CD
28576,25,1,DNV-CD
28578,25,1,DNV-CD
28579,25,1,DNV-CD
28580,25,1,DNV-CD
28582,25,1,DNV-CD
28583,25,1,DNV-CD
28585,25,1,DNV-CD
28586,25,1,DNV-CD
28587,25,1,DNV-CD
28588,25,1,DNV-CD
28589,25,1,DNV-CD
28590,25,1,DNV-CD
28591,25,1,DNV-CD
28592,25,1,DNV-CD
28639,15,1,DNV-CD
28642,15,1,DNV-CD
28645,15,1,DNV-CD
28648,15,1,DNV-CD
28656,15,1,DNV-CD
28659,15,1,DNV-CD
28662,15,1,DNV-CD
28665,15,1,DNV-CD
28674,15,1,DNV-CD
28677,15,1,DNV-CD
28680,15,1,DNV-CD
28683,15,1,DNV-CD
28692,15,1,DNV-CD
28695,15,1,DNV-CD
28698,15,1,DNV-CD
28701,15,1,DNV-CD
28710,15,1,DNV-CD
28713,15,1,DNV-CD
28716,15,1,DNV-CD
28719,15,1,DNV-CD
28728,25,1,DNV-CD
28731,25,1,DNV-CD
28734,25,1,DNV-CD
28737,25,1,DNV-CD
28746,25,1,DNV-CD
28749,25,1,DNV-CD
28752,25,1,DNV-CD
28755,25,1,DNV-CD
28764,25,1,DNV-CD
28767,25,1,DNV-CD
28770,25,1,DNV-CD
28773,25,1,DNV-CD
28782,25,1,DNV-CD
28785,25,1,DNV-CD
28788,25,1,DNV-CD
28791,25,1,DNV-CD
28800,25,1,DNV-CD
28803,25,1,DNV-CD
28806,25,1,DNV-CD
28809,25,1,DNV-CD
28818,25,1,DNV-CD
28819,25,1,DNV-CD
28821,25,1,DNV-CD
28822,25,1,DNV-CD
28824,25,1,DNV-CD
28825,25,1,DNV-CD
28827,25,1,DNV-CD
28828,25,1,DNV-CD
28836,25,1,DNV-CD
28837,25,1,DNV-CD
28839,25,1,DNV-CD
28840,25,1,DNV-CD
28842,25,1,DNV-CD
28843,25,1,DNV-CD
28845,25,1,DNV-CD
28846,25,1,DNV-CD
28873,15,1,DNV-CD
28876,15,1,DNV-CD
28879,15,1,DNV-CD
28882,15,1,DNV-CD
28890,15,1,DNV-CD
28893,15,1,DNV-CD
28896,15,1,DNV-CD
28899,15,1,DNV-CD
28908,15,1,DNV-CD
28911,15,1,DNV-CD
28914,15,1,DNV-CD
28917,15,1,DNV-CD
28926,15,1,DNV-CD
28929,15,1,DNV-CD
28932,15,1,DNV-CD
28935,15,1,DNV-CD
28944,15,1,DNV-CD
28947,15,1,DNV-CD
28950,15,1,DNV-CD
28953,15,1,DNV-CD
28962,25,1,DNV-CD
28965,25,1,DNV-CD
28968,25,1,DNV-CD
28971,25,1,DNV-CD
28980,25,1,DNV-CD
28983,25,1,DNV-CD
28986,25,1,DNV-CD
28989,25,1,DNV-CD
28998,25,1,DNV-CD
29001,25,1,DNV-CD
29004,25,1,DNV-CD
29007,25,1,DNV-CD
29016,25,1,DNV-CD
29019,25,1,DNV-CD
29022,25,1,DNV-CD
29025,25,1,DNV-CD
29034,25,1,DNV-CD
29037,25,1,DNV-CD
29040,25,1,DNV-CD
29043,25,1,DNV-CD
29052,25,1,DNV-CD
29053,25,1,DNV-CD
29055,25,1,DNV-CD
29056,25,1,DNV-CD
29058,25,1,DNV-CD
29059,25,1,DNV-CD
29061,25,1,DNV-CD
29062,25,1,DNV-CD
29070,25,1,DNV-CD
29073,25,1,DNV-CD
29076,25,1,DNV-CD
29079,25,1,DNV-CD
29088,25,1,DNV-CD
29091,25,1,DNV-CD
29094,25,1,DNV-CD
29097,25,1,DNV-CD
29106,25,1,DNV-CD
29107,25,1,DNV-CD
